year,date,rank,song,artist,binary,language,total_words,non_e_words,percent,individual songs,position,streams,spotify date,spins,radio_rank
2020,2020-08-01,38,conversations,juice wrld,0,english,345,0,0,NA,6,7026339,2020-07-23,210,501
2020,2020-08-01,39,chasin you,morgan wallen,0,english,325,0,0,NA,95,2095301,2020-07-23,2223,38
2020,2020-08-01,40,sunday best,surfaces,0,english,236,0,0,NA,33,3750857,2020-07-23,2713,31
2020,2020-08-01,41,rags2riches,rod wave,0,english,289,0,0,NA,15,5583364,2020-07-23,210,501
2020,2020-08-01,42,lifes a mess,juice wrld,0,english,427,0,0,NA,9,6126393,2020-07-23,210,501
2020,2020-08-01,43,emotionally scarred,lil baby,0,english,735,0,0,NA,82,2306352,2020-07-23,2667,33
2020,2020-08-01,44,said sum,moneybagg yo,0,english,652,0,0,NA,167,1578345,2020-07-23,210,501
2020,2020-08-01,45,toosie slide,drake,0,english,608,0,0,NA,27,3951536,2020-07-23,1314,80
2020,2020-08-01,46,girls in the hood,megan thee stallion,0,english,590,1,0.17,NA,90,2221339,2020-07-23,1845,49
2020,2020-08-01,47,supalonely,benee,0,english,391,0,0,NA,68,2673002,2020-07-23,3221,24
2020,2020-08-01,48,walk em down,nle choppa,0,english,563,1,0.18,NA,50,3278300,2020-07-23,924,121
2020,2020-08-01,48,walk em down,nle choppa,0,english,563,1,0.18,NA,50,3278300,2020-07-23,1784,52
2020,2020-08-01,49,blood on my jeans,juice wrld,0,english,432,4,0.93,NA,19,5057638,2020-07-23,210,501
2020,2020-08-01,50,one big country song,locash,0,english,389,0,0,1,201,1489087,2020-07-03,2505,36
2020,2020-08-01,51,righteous,juice wrld,0,english,328,0,0,NA,13,5855788,2020-07-23,210,501
2020,2020-08-01,52,if the world was ending,jp saxe,0,english,464,0,0,NA,101,1962229,2020-07-23,3285,21
2020,2020-08-01,53,got what i got,jason aldean,0,english,261,0,0,NA,201,1489087,2020-07-03,1381,77
2020,2020-08-01,54,i love my country,florida georgia line,0,english,348,0,0,NA,201,1489087,2020-07-03,2210,39
2020,2020-08-01,55,got it on me,pop smoke,0,english,443,0,0,NA,52,3146325,2020-07-23,210,501
2020,2020-08-01,56,done,chris janson,0,english,357,0,0,NA,201,1489087,2020-07-03,2781,30
2020,2020-08-01,57,like that,doja cat,0,english,435,7,1.61,NA,201,1489087,2020-07-03,1432,73
2020,2020-08-01,57,like that,doja cat,0,english,435,7,1.61,NA,201,1489087,2020-07-03,2593,34
2020,2020-08-01,58,stuck with u,ariana grande,0,english,404,0,0,NA,63,2795926,2020-07-23,534,195
2020,2020-08-01,59,be a light,thomas rhett,0,english,273,0,0,NA,201,1489087,2020-07-03,2054,45
2020,2020-08-01,60,dont rush,young t,0,english,635,0,0,NA,201,1489087,2020-07-03,2935,28
2020,2020-08-01,61,be kind,marshmello,0,english,361,0,0,NA,65,2699108,2020-07-23,830,142
2020,2020-08-01,62,titanic,juice wrld,0,english,404,0,0,NA,24,4196981,2020-07-23,210,501
2020,2020-08-01,63,mamacita,black eyed peas,0,english,554,233,42.06,NA,125,1809186,2020-07-23,758,156
2020,2020-08-01,63,mamacita,black eyed peas,0,english,554,233,42.06,NA,125,1809186,2020-07-23,1877,48
2020,2020-08-01,64,stay high,juice wrld,0,english,444,1,0.23,NA,23,4243881,2020-07-23,210,501
2020,2020-08-01,65,be like that,kane brown,0,english,440,0,0,NA,79,2441300,2020-07-23,985,116
2020,2020-08-01,66,tap in,saweetie,0,english,416,0,0,NA,96,2094838,2020-07-23,621,180
2020,2020-08-01,66,tap in,saweetie,0,english,416,0,0,NA,96,2094838,2020-07-23,1451,71
2020,2020-08-01,67,god whispered your name,keith urban,0,english,288,16,5.56,NA,201,1489087,2020-07-03,2169,40
2020,2020-08-01,68,bad energy,juice wrld,0,english,326,0,0,NA,26,4047721,2020-07-23,210,501
2020,2020-08-01,69,one of them girls,lee brice,0,english,367,0,0,NA,201,1489087,2020-07-03,1397,74
2020,2020-08-01,70,mood swings,pop smoke,0,english,617,0,0,NA,116,1850629,2020-07-23,210,501
2020,2020-08-01,71,why we drink,justin moore,0,english,304,0,0,NA,201,1489087,2020-07-03,2095,43
2020,2020-08-01,72,lovin on you,luke combs,0,english,222,0,0,NA,201,1489087,2020-07-03,1482,66
2020,2020-08-01,73,cool again,kane brown,0,english,287,0,0,NA,201,1489087,2020-07-03,1954,47
2020,2020-08-01,74,the scotts,the scotts,0,english,301,0,0,NA,25,4057339,2020-07-23,780,149
2020,2020-08-01,75,something special,pop smoke,0,english,393,0,0,NA,118,1841607,2020-07-23,210,501
2020,2020-08-01,76,need it,migos,0,english,841,0,0,NA,201,1489087,2020-07-03,2114,41
2020,2020-08-01,77,tell me u luv me,juice wrld,0,english,536,0,0,NA,30,3884404,2020-07-23,210,501
2020,2020-08-01,78,up up and away,juice wrld,0,english,308,4,1.3,NA,28,3939180,2020-07-23,210,501
2020,2020-08-01,79,fighting demons,juice wrld,0,english,401,0,0,NA,37,3635136,2020-07-23,210,501
2020,2020-08-01,80,more than my hometown,morgan wallen,0,english,422,0,0,NA,109,1885008,2020-07-23,536,194
2020,2020-08-01,81,bs,jhene aiko,0,english,469,0,0,NA,159,1623842,2020-07-23,210,501
2020,2020-08-01,82,after party,don toliver,0,english,458,0,0,NA,40,3560256,2020-07-23,815,144
2020,2020-08-01,83,past life,trevor daniel,0,english,356,0,0,NA,201,1489087,2020-07-03,506,209
2020,2020-08-01,83,past life,trevor daniel,0,english,356,0,0,NA,201,1489087,2020-07-03,1627,60
2020,2020-08-01,84,ily,surf mesa,0,english,215,0,0,NA,74,2560286,2020-07-23,515,203
2020,2020-08-01,85,girl of my dreams,rod wave,0,english,347,0,0,NA,201,1489087,2020-07-03,1246,87
2020,2020-08-01,86,one beer,hardy,0,english,360,0,0,NA,172,1565951,2020-07-23,1020,111
2020,2020-08-01,87,3 headed goat,lil durk,0,english,609,0,0,NA,92,2182240,2020-07-23,210,501
2020,2020-08-01,88,does to me,luke combs,0,english,384,0,0,NA,201,1489087,2020-07-03,1252,85
2020,2020-08-01,89,man of the year,juice wrld,0,english,272,0,0,NA,31,3839972,2020-07-23,210,501
2020,2020-08-01,90,bang,ajr,0,english,362,0,0,NA,201,1489087,2020-07-03,1566,65
2020,2020-08-01,91,one night standards,ashley mcbryde,0,english,286,0,0,NA,201,1489087,2020-07-03,1478,68
2020,2020-08-01,92,cant die,juice wrld,0,english,341,0,0,NA,45,3418596,2020-07-23,210,501
2020,2020-08-01,93,chicago freestyle,drake,0,english,564,0,0,NA,46,3416766,2020-07-23,210,501
2020,2020-08-01,94,flex,polo g,0,english,552,3,0.54,NA,44,3446504,2020-07-23,210,501
2020,2020-08-01,95,screw juice,juice wrld,0,english,295,3,1.02,N,48,3358832,2020-07-23,210,501
2020,2020-08-01,96,dollaz on my head,gunna,0,english,704,0,0,NA,42,3480241,2020-07-23,392,262
2020,2020-08-01,97,breaking me,topic,0,english,309,0,0,NA,69,2664052,2020-07-23,916,123
2020,2020-08-01,98,enjoy yourself,pop smoke,0,english,453,143,31.57,NA,191,1509730,2020-07-23,210,501
2020,2020-08-01,99,pretty heart,parker mccollum,0,english,271,0,0,NA,201,1489087,2020-07-03,1099,103
2020,2020-08-01,100,the climb back,j cole,0,english,975,0,0,NA,193,1507441,2020-07-23,210,501
2020,2020-08-08,1,cardigan,taylor swift,0,english,336,0,0,1,1,15463280,2020-07-30,1131,99
2020,2020-08-08,2,rockstar,dababy,0,english,656,0,0,NA,12,8843096,2020-07-30,3851,17
2020,2020-08-08,2,rockstar,dababy,0,english,656,0,0,NA,12,8843096,2020-07-30,8674,1
2020,2020-08-08,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,51,3354556,2020-07-30,1388,75
2020,2020-08-08,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,17,7644619,2020-07-30,1388,75
2020,2020-08-08,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,51,3354556,2020-07-30,1812,53
2020,2020-08-08,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,17,7644619,2020-07-30,1812,53
2020,2020-08-08,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,51,3354556,2020-07-30,3349,21
2020,2020-08-08,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,17,7644619,2020-07-30,3349,21
2020,2020-08-08,4,the 1,taylor swift,0,english,306,0,0,1,2,15047184,2020-07-30,211,501
2020,2020-08-08,5,blinding lights,the weeknd,0,english,259,0,0,NA,24,5673850,2020-07-30,8067,2
2020,2020-08-08,6,exile,taylor swift,0,english,445,0,0,1,3,14859480,2020-07-30,211,501
2020,2020-08-08,7,watermelon sugar,harry styles,0,english,233,0,0,NA,23,5765082,2020-07-30,7058,3
2020,2020-08-08,8,roses,saint jhn,0,english,346,0,0,NA,38,4294618,2020-07-30,513,207
2020,2020-08-08,8,roses,saint jhn,0,english,346,0,0,NA,38,4294618,2020-07-30,1172,93
2020,2020-08-08,8,roses,saint jhn,0,english,346,0,0,NA,38,4294618,2020-07-30,4773,9
2020,2020-08-08,9,savage,megan thee stallion,0,english,410,0,0,NA,54,3236445,2020-07-30,1139,98
2020,2020-08-08,9,savage,megan thee stallion,0,english,410,0,0,NA,54,3236445,2020-07-30,4899,8
2020,2020-08-08,10,savage love,jawsh 685,0,english,335,0,0,NA,31,4824043,2020-07-30,2429,35
2020,2020-08-08,11,blueberry faygo,lil mosey,0,english,549,0,0,NA,22,5858228,2020-07-30,5742,6
2020,2020-08-08,12,go crazy,chris brown,0,english,563,0,0,NA,42,3958174,2020-07-30,4725,10
2020,2020-08-08,13,the last great american dynasty,taylor swift,0,english,330,0,0,1,4,11999399,2020-07-30,211,501
2020,2020-08-08,14,popstar,dj khaled,0,english,564,0,0,NA,21,6310455,2020-07-30,2156,43
2020,2020-08-08,15,adore you,harry styles,0,english,303,0,0,NA,78,2712636,2020-07-30,6712,5
2020,2020-08-08,16,my tears ricochet,taylor swift,0,english,340,0,0,1,5,11710372,2020-07-30,211,501
2020,2020-08-08,17,come and go,juice wrld,0,english,360,0,0,NA,16,8139357,2020-07-30,318,327
2020,2020-08-08,18,i hope,gabby barrett,0,english,471,0,0,NA,184,1604442,2020-07-30,4713,11
2020,2020-08-08,19,break my heart,dua lipa,0,english,505,0,0,NA,96,2477692,2020-07-30,6767,4
2020,2020-08-08,20,circles,post malone,0,english,314,0,0,NA,55,3234900,2020-07-30,4311,14
2020,2020-08-08,21,before you go,lewis capaldi,0,english,323,0,0,NA,86,2569284,2020-07-30,5466,7
2020,2020-08-08,22,wishing well,juice wrld,0,english,419,0,0,NA,13,8615572,2020-07-30,211,501
2020,2020-08-08,23,august,taylor swift,0,english,397,0,0,1,6,10788321,2020-07-30,211,501
2020,2020-08-08,24,dont start now,dua lipa,0,english,278,0,0,NA,104,2340841,2020-07-30,4527,13
2020,2020-08-08,25,one margarita,luke bryan,0,english,311,3,0.96,NA,201,1542462,2020-07-30,2991,26
2020,2020-08-08,26,mirrorball,taylor swift,0,english,256,0,0,1,7,10150822,2020-07-30,211,501
2020,2020-08-08,27,say so,doja cat,0,english,460,0,0,NA,128,1998508,2020-07-30,4528,12
2020,2020-08-08,28,intentions,justin bieber,0,english,470,0,0,NA,59,3080126,2020-07-30,3615,19
2020,2020-08-08,29,rain on me,lady gaga,0,english,317,0,0,NA,60,3038631,2020-07-30,3749,18
2020,2020-08-08,30,life is good,future,0,english,785,0,0,NA,74,2853427,2020-07-30,1880,48
2020,2020-08-08,31,party girl,staysolidrocky,0,english,450,3,0.67,NA,137,1869034,2020-07-30,1399,72
2020,2020-08-08,31,party girl,staysolidrocky,0,english,450,3,0.67,NA,36,4372921,2020-07-30,1399,72
2020,2020-08-08,32,for the night,pop smoke,0,english,581,0,0,NA,28,4948004,2020-07-30,211,501
2020,2020-08-08,33,die from a broken heart,maddie and tae,0,english,292,0,0,NA,136,1888598,2020-07-30,2763,32
2020,2020-08-08,34,we paid,lil baby,0,english,807,0,0,NA,39,4293723,2020-07-30,353,295
2020,2020-08-08,35,seven,taylor swift,0,english,218,0,0,1,8,9865481,2020-07-30,211,501
2020,2020-08-08,36,death bed,powfu,0,english,457,0,0,NA,47,3537147,2020-07-30,1147,95
2020,2020-08-08,36,death bed,powfu,0,english,457,0,0,NA,47,3537147,2020-07-30,2772,31
2020,2020-08-08,37,invisible string,taylor swift,0,english,302,0,0,0,9,9622168,2020-07-30,211,501
2020,2020-08-08,38,the woo,pop smoke,0,english,548,0,0,NA,27,4948900,2020-07-30,508,208
2020,2020-08-08,38,the woo,pop smoke,0,english,548,0,0,NA,27,4948900,2020-07-30,1251,85
2020,2020-08-08,39,this is me trying,taylor swift,0,english,259,0,0,1,10,9327485,2020-07-30,211,501
2020,2020-08-08,40,the bones,maren morris,0,english,319,0,0,NA,201,1542462,2020-07-30,2985,27
2020,2020-08-08,41,hard to forget,sam hunt,0,english,410,0,0,NA,201,1542462,2020-07-30,2755,33
2020,2020-08-08,42,betty,taylor swift,0,english,455,0,0,1,14,8603776,2020-07-30,211,501
2020,2020-08-08,43,bluebird,miranda lambert,0,english,308,0,0,NA,201,1542462,2020-07-30,2664,34
2020,2020-08-08,44,illicit affairs,taylor swift,0,english,239,0,0,1,11,9031244,2020-07-30,211,501
2020,2020-08-08,45,the box,roddy ricch,0,english,540,3,0.56,NA,41,4079708,2020-07-30,2411,36
2020,2020-08-08,46,nobodys love,maroon 5,0,english,442,0,0,NA,49,3378587,2020-07-30,2162,42
2020,2020-08-08,47,mad woman,taylor swift,0,english,314,0,0,1,15,8269043,2020-07-30,211,501
2020,2020-08-08,48,falling,trevor daniel,0,english,328,0,0,NA,158,1734606,2020-07-30,3899,16
2020,2020-08-08,48,falling,trevor daniel,0,english,328,0,0,NA,89,2549263,2020-07-30,3899,16
2020,2020-08-08,49,chasin you,morgan wallen,0,english,325,0,0,NA,123,2061786,2020-07-30,2119,44
2020,2020-08-08,50,the bigger picture,lil baby,0,english,1139,0,0,NA,58,3150843,2020-07-30,1073,109
2020,2020-08-08,50,the bigger picture,lil baby,0,english,1139,0,0,NA,58,3150843,2020-07-30,1857,51
2020,2020-08-08,51,lion king on ice,j cole,0,english,975,0,0,1,32,4636961,2020-07-30,322,319
2020,2020-08-08,52,the climb back,j cole,0,english,975,0,0,1,33,4597186,2020-07-30,211,501
2020,2020-08-08,53,one big country song,locash,0,english,389,0,0,NA,201,1542462,2020-07-30,2846,29
2020,2020-08-08,54,emotionally scarred,lil baby,0,english,735,0,0,NA,125,2052840,2020-07-30,3099,24
2020,2020-08-08,55,greece,dj khaled,0,english,461,17,3.69,NA,40,4206035,2020-07-30,211,501
2020,2020-08-08,56,happy anywhere,blake shelton,0,english,241,0,0,NA,201,1542462,2020-07-30,1166,94
2020,2020-08-08,57,epiphany,taylor swift,0,english,171,0,0,1,18,7588567,2020-07-30,211,501
2020,2020-08-08,58,peace,taylor swift,0,english,289,0,0,1,19,7394448,2020-07-30,211,501
2020,2020-08-08,59,mood swings,pop smoke,0,english,617,0,0,NA,80,2677297,2020-07-30,211,501
2020,2020-08-08,60,said sum,moneybagg yo,0,english,652,0,0,NA,196,1553201,2020-07-30,211,501
2020,2020-08-08,61,girls in the hood,megan thee stallion,0,english,590,1,0.17,NA,120,2135828,2020-07-30,2169,41
2020,2020-08-08,62,supalonely,benee,0,english,391,0,0,NA,99,2419332,2020-07-30,3379,20
2020,2020-08-08,63,un dia one day,j balvin,0,english,508,222,43.7,1,46,3579493,2020-07-30,300,346
2020,2020-08-08,64,rags2riches,rod wave,0,english,289,0,0,NA,29,4881456,2020-07-30,211,501
2020,2020-08-08,65,got what i got,jason aldean,0,english,261,0,0,NA,201,1542462,2020-07-30,1513,66
2020,2020-08-08,66,if the world was ending,jp saxe,0,english,464,0,0,NA,135,1911399,2020-07-30,3297,22
2020,2020-08-08,67,be like that,kane brown,0,english,440,0,0,NA,108,2306037,2020-07-30,1284,83
2020,2020-08-08,68,done,chris janson,0,english,357,0,0,NA,201,1542462,2020-07-30,3016,25
2020,2020-08-08,69,i love my country,florida georgia line,0,english,348,0,0,NA,201,1542462,2020-07-30,2321,37
2020,2020-08-08,70,walk em down,nle choppa,0,english,563,1,0.18,NA,79,2704557,2020-07-30,904,131
2020,2020-08-08,70,walk em down,nle choppa,0,english,563,1,0.18,NA,79,2704557,2020-07-30,1824,52
2020,2020-08-08,71,hoax,taylor swift,0,english,239,0,0,1,20,6549141,2020-07-30,211,501
2020,2020-08-08,72,hate the other side,juice wrld,0,english,537,0,0,NA,26,5144672,2020-07-30,211,501
2020,2020-08-08,73,tap in,saweetie,0,english,416,0,0,NA,117,2143904,2020-07-30,709,158
2020,2020-08-08,73,tap in,saweetie,0,english,416,0,0,NA,117,2143904,2020-07-30,1739,55
2020,2020-08-08,74,conversations,juice wrld,0,english,345,0,0,NA,25,5643398,2020-07-30,211,501
2020,2020-08-08,75,toosie slide,drake,0,english,608,0,0,NA,52,3349592,2020-07-30,1143,97
2020,2020-08-08,76,like that,doja cat,0,english,435,7,1.61,NA,201,1542462,2020-07-30,3283,23
2020,2020-08-08,77,got it on me,pop smoke,0,english,443,0,0,NA,53,3281247,2020-07-30,211,501
2020,2020-08-08,78,dollaz on my head,gunna,0,english,704,0,0,NA,43,3714679,2020-07-30,481,217
2020,2020-08-08,79,lovin on you,luke combs,0,english,222,0,0,NA,201,1542462,2020-07-30,1608,64
2020,2020-08-08,80,be a light,thomas rhett,0,english,273,0,0,NA,201,1542462,2020-07-30,2060,46
2020,2020-08-08,81,why we drink,justin moore,0,english,304,0,0,NA,201,1542462,2020-07-30,2260,38
2020,2020-08-08,82,lifes a mess,juice wrld,0,english,427,0,0,NA,37,4348472,2020-07-30,211,501
2020,2020-08-08,83,one of them girls,lee brice,0,english,367,0,0,NA,201,1542462,2020-07-30,1485,67
2020,2020-08-08,84,cool again,kane brown,0,english,287,0,0,NA,201,1542462,2020-07-30,2034,47
2020,2020-08-08,85,mamacita,black eyed peas,0,english,554,233,42.06,NA,162,1712609,2020-07-30,722,156
2020,2020-08-08,85,mamacita,black eyed peas,0,english,554,233,42.06,NA,162,1712609,2020-07-30,1865,50
2020,2020-08-08,86,dont rush,young t,0,english,635,0,0,NA,201,1542462,2020-07-30,2774,30
2020,2020-08-08,87,righteous,juice wrld,0,english,328,0,0,NA,34,4434616,2020-07-30,211,501
2020,2020-08-08,88,stuck with u,ariana grande,0,english,404,0,0,NA,93,2511653,2020-07-30,600,180
2020,2020-08-08,89,god whispered your name,keith urban,0,english,288,16,5.56,NA,201,1542462,2020-07-30,2062,45
2020,2020-08-08,90,blood on my jeans,juice wrld,0,english,432,4,0.93,NA,44,3690376,2020-07-30,211,501
2020,2020-08-08,91,go,kid laroi,0,english,452,0,0,NA,35,4399810,2020-07-30,211,501
2020,2020-08-08,92,more than my hometown,morgan wallen,0,english,422,0,0,NA,147,1783750,2020-07-30,641,173
2020,2020-08-08,93,something special,pop smoke,0,english,393,0,0,NA,145,1812203,2020-07-30,211,501
2020,2020-08-08,94,need it,migos,0,english,841,0,0,NA,201,1542462,2020-07-30,2238,39
2020,2020-08-08,95,perfect,logic,0,english,261,1,0.38,1,30,4855425,2020-07-30,211,501
2020,2020-08-08,96,be kind,marshmello,0,english,361,0,0,NA,94,2492066,2020-07-30,569,187
2020,2020-08-08,97,bang,ajr,0,english,362,0,0,NA,201,1542462,2020-07-30,1621,62
2020,2020-08-08,98,ily,surf mesa,0,english,215,0,0,NA,105,2339752,2020-07-30,696,160
2020,2020-08-08,99,one night standards,ashley mcbryde,0,english,286,0,0,NA,201,1542462,2020-07-30,1484,68
2020,2020-08-08,100,girl of my dreams,rod wave,0,english,347,0,0,NA,201,1542462,2020-07-30,1463,71
2020,2020-08-15,1,watermelon sugar,harry styles,0,english,233,0,0,1,9,5999126,2020-08-06,7659,3
2020,2020-08-15,2,rockstar,dababy,0,english,656,0,0,NA,1,8316556,2020-08-06,4373,12
2020,2020-08-15,2,rockstar,dababy,0,english,656,0,0,NA,1,8316556,2020-08-06,9015,1
2020,2020-08-15,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,51,3114595,2020-08-06,1719,58
2020,2020-08-15,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,7,7084532,2020-08-06,1719,58
2020,2020-08-15,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,51,3114595,2020-08-06,1871,50
2020,2020-08-15,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,7,7084532,2020-08-06,1871,50
2020,2020-08-15,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,51,3114595,2020-08-06,3586,17
2020,2020-08-15,3,whats poppin,jack harlow,0,english,529,2,0.38,NA,7,7084532,2020-08-06,3586,17
2020,2020-08-15,4,blinding lights,the weeknd,0,english,259,0,0,NA,11,5601636,2020-08-06,7797,2
2020,2020-08-15,5,roses,saint jhn,0,english,346,0,0,NA,26,4169925,2020-08-06,525,203
2020,2020-08-15,5,roses,saint jhn,0,english,346,0,0,NA,26,4169925,2020-08-06,1304,85
2020,2020-08-15,5,roses,saint jhn,0,english,346,0,0,NA,26,4169925,2020-08-06,4722,8
2020,2020-08-15,6,my future,billie eilish,0,english,175,0,0,1,2,8019823,2020-08-06,1687,62
2020,2020-08-15,7,savage love,jawsh 685,0,english,335,0,0,NA,18,4816586,2020-08-06,2855,26
2020,2020-08-15,8,cardigan,taylor swift,0,english,336,0,0,NA,4,7630081,2020-08-06,2025,48
2020,2020-08-15,9,go crazy,chris brown,0,english,563,0,0,1,28,3961894,2020-08-06,4710,9
2020,2020-08-15,10,blueberry faygo,lil mosey,0,english,549,0,0,NA,10,5669660,2020-08-06,5681,7
2020,2020-08-15,11,before you go,lewis capaldi,0,english,323,0,0,NA,70,2716115,2020-08-06,5985,6
2020,2020-08-15,12,adore you,harry styles,0,english,303,0,0,NA,57,2955888,2020-08-06,6532,5
2020,2020-08-15,13,savage,megan thee stallion,0,english,410,0,0,NA,200,1462824,2020-08-06,863,135
2020,2020-08-15,13,savage,megan thee stallion,0,english,410,0,0,NA,63,2849909,2020-08-06,863,135
2020,2020-08-15,13,savage,megan thee stallion,0,english,410,0,0,NA,200,1462824,2020-08-06,3859,16
2020,2020-08-15,13,savage,megan thee stallion,0,english,410,0,0,NA,63,2849909,2020-08-06,3859,16
2020,2020-08-15,14,break my heart,dua lipa,0,english,505,0,0,NA,89,2413421,2020-08-06,6577,4
2020,2020-08-15,15,i hope,gabby barrett,0,english,471,0,0,NA,163,1640861,2020-08-06,4614,10
2020,2020-08-15,16,circles,post malone,0,english,314,0,0,NA,45,3265175,2020-08-06,4054,14
2020,2020-08-15,17,come and go,juice wrld,0,english,360,0,0,NA,6,7304408,2020-08-06,573,183
2020,2020-08-15,18,popstar,dj khaled,0,english,564,0,0,NA,14,5099846,2020-08-06,2758,29
2020,2020-08-15,19,move ya hips,asap ferg,0,english,508,0,0,1,55,2988732,2020-08-06,205,501
2020,2020-08-15,20,for the night,pop smoke,0,english,581,0,0,NA,13,5204249,2020-08-06,205,501
2020,2020-08-15,21,wishing well,juice wrld,0,english,419,0,0,NA,3,7966062,2020-08-06,413,251
2020,2020-08-15,22,dont start now,dua lipa,0,english,278,0,0,NA,113,2133104,2020-08-06,4413,11
2020,2020-08-15,23,the 1,taylor swift,0,english,306,0,0,NA,8,6784621,2020-08-06,205,501
2020,2020-08-15,24,death bed,powfu,0,english,457,0,0,NA,40,3505710,2020-08-06,2102,44
2020,2020-08-15,24,death bed,powfu,0,english,457,0,0,NA,40,3505710,2020-08-06,2283,39
2020,2020-08-15,25,mood swings,pop smoke,0,english,617,0,0,NA,32,3919943,2020-08-06,205,501
2020,2020-08-15,26,die from a broken heart,maddie and tae,0,english,292,0,0,NA,150,1709530,2020-08-06,2932,24
2020,2020-08-15,27,one margarita,luke bryan,0,english,311,3,0.96,NA,201,1462823,2020-08-06,2847,27
2020,2020-08-15,28,the bones,maren morris,0,english,319,0,0,NA,201,1462823,2020-08-06,2826,28
2020,2020-08-15,29,life is good,future,0,english,785,0,0,NA,65,2796648,2020-08-06,1576,66
2020,2020-08-15,30,the woo,pop smoke,0,english,548,0,0,NA,19,4754567,2020-08-06,736,150
2020,2020-08-15,30,the woo,pop smoke,0,english,548,0,0,NA,19,4754567,2020-08-06,1582,65
2020,2020-08-15,31,we paid,lil baby,0,english,807,0,0,NA,27,4105022,2020-08-06,425,242
2020,2020-08-15,32,intentions,justin bieber,0,english,470,0,0,NA,59,2927008,2020-08-06,3078,22
2020,2020-08-15,33,say so,doja cat,0,english,460,0,0,NA,128,1911703,2020-08-06,4165,13
2020,2020-08-15,34,party girl,staysolidrocky,0,english,450,3,0.67,NA,176,1593960,2020-08-06,1357,79
2020,2020-08-15,34,party girl,staysolidrocky,0,english,450,3,0.67,NA,21,4447160,2020-08-06,1357,79
2020,2020-08-15,35,rain on me,lady gaga,0,english,317,0,0,NA,62,2864771,2020-08-06,2560,31
2020,2020-08-15,36,exile,taylor swift,0,english,445,0,0,NA,5,7544931,2020-08-06,205,501
2020,2020-08-15,37,the box,roddy ricch,0,english,540,3,0.56,NA,31,3929302,2020-08-06,2082,45
2020,2020-08-15,38,hard to forget,sam hunt,0,english,410,0,0,NA,201,1462823,2020-08-06,2407,34
2020,2020-08-15,39,chasin you,morgan wallen,0,english,325,0,0,NA,116,2079271,2020-08-06,2053,46
2020,2020-08-15,40,bluebird,miranda lambert,0,english,308,0,0,NA,201,1462823,2020-08-06,1810,52
2020,2020-08-15,41,done,chris janson,0,english,357,0,0,1,201,1462823,2020-08-06,3288,20
2020,2020-08-15,42,the bigger picture,lil baby,0,english,1139,0,0,NA,58,2952838,2020-08-06,1139,98
2020,2020-08-15,42,the bigger picture,lil baby,0,english,1139,0,0,NA,58,2952838,2020-08-06,1914,49
2020,2020-08-15,43,i should probably go to bed,dan and shay,0,english,279,0,0,NA,81,2480486,2020-08-06,1331,83
2020,2020-08-15,44,emotionally scarred,lil baby,0,english,735,0,0,NA,168,1617096,2020-08-06,3005,23
2020,2020-08-15,45,nobodys love,maroon 5,0,english,442,0,0,NA,76,2526958,2020-08-06,2358,37
2020,2020-08-15,46,girls in the hood,megan thee stallion,0,english,590,1,0.17,NA,114,2117091,2020-08-06,2377,36
2020,2020-08-15,47,be like that,kane brown,0,english,440,0,0,NA,80,2485229,2020-08-06,1418,77
2020,2020-08-15,48,falling,trevor daniel,0,english,328,0,0,NA,134,1846020,2020-08-06,2727,30
2020,2020-08-15,48,falling,trevor daniel,0,english,328,0,0,NA,85,2443417,2020-08-06,2727,30
2020,2020-08-15,49,supalonely,benee,0,english,391,0,0,NA,100,2275354,2020-08-06,3496,18
2020,2020-08-15,50,if the world was ending,jp saxe,0,english,464,0,0,NA,127,1927134,2020-08-06,3279,21
2020,2020-08-15,51,got what i got,jason aldean,0,english,261,0,0,NA,201,1462823,2020-08-06,1568,67
2020,2020-08-15,52,said sum,moneybagg yo,0,english,652,0,0,NA,187,1524170,2020-08-06,205,501
2020,2020-08-15,53,tap in,saweetie,0,english,416,0,0,NA,105,2240808,2020-08-06,1182,94
2020,2020-08-15,53,tap in,saweetie,0,english,416,0,0,NA,105,2240808,2020-08-06,1387,78
2020,2020-08-15,54,i love my country,florida georgia line,0,english,348,0,0,NA,201,1462823,2020-08-06,2338,38
2020,2020-08-15,55,rags2riches,rod wave,0,english,289,0,0,NA,20,4584892,2020-08-06,205,501
2020,2020-08-15,56,greece,dj khaled,0,english,461,17,3.69,NA,38,3617452,2020-08-06,205,501
2020,2020-08-15,57,like that,doja cat,0,english,435,7,1.61,NA,201,1462823,2020-08-06,3459,19
2020,2020-08-15,58,why we drink,justin moore,0,english,304,0,0,NA,201,1462823,2020-08-06,2386,35
