"year","date","rank","song","artist","binary","language","total_words","non_e_words","percent","unique","position","streams","spins","radio_rank"
2021,2021-02-27,72,"mommas house","dustin lynch",0,"english",374,0,0,0,201,1396435,2331,52
2021,2021-02-27,59,"monsters","all time low",0,"english",458,0,0,0,201,1396435,1353,96
2021,2021-02-27,61,"my head and my heart","ava max",0,"english",302,0,0,0,201,1396435,2364,51
2021,2021-02-27,75,"neighbors","pooh shiesty",0,"english",724,1,0.14,0,201,1396435,250,501
2021,2021-02-27,70,"no more parties","coi leray",0,"english",603,0,0,0,201,1396435,250,501
2021,2021-02-27,86,"one too many","keith urban",0,"english",387,0,0,0,201,1396435,1607,76
2021,2021-02-27,88,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1396435,472,230
2021,2021-02-27,94,"quicksand","morray",0,"english",848,8,0.94,0,201,1396435,1168,111
2021,2021-02-27,78,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1396435,2139,55
2021,2021-02-27,55,"the good ones","gabby barrett",0,"english",290,0,0,0,201,1396435,2391,49
2021,2021-02-27,50,"time today","moneybagg yo",0,"english",570,0,0,0,201,1396435,250,501
2021,2021-02-27,56,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1396435,250,501
2021,2021-02-27,85,"you got it","vedo",0,"english",473,0,0,0,201,1396435,1339,98
2021,2021-02-27,24,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1396435,250,501
2021,2021-03-06,94,"afterglow","ed sheeran",0,"english",239,0,0,0,201,1439156,1204,106
2021,2021-03-06,91,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1439156,1843,64
2021,2021-03-06,31,"bang","ajr",0,"english",362,0,0,0,201,1439156,3819,23
2021,2021-03-06,47,"beat box","spotemgottem",0,"english",336,0,0,0,201,1439156,485,227
2021,2021-03-06,46,"beers and sunshine","darius rucker",0,"english",301,0,0,0,201,1439156,3589,25
2021,2021-03-06,45,"damage","her",0,"english",291,0,0,0,201,1439156,3273,29
2021,2021-03-06,37,"down to one","luke bryan",0,"english",379,0,0,0,201,1439156,4080,19
2021,2021-03-06,72,"finesse out the gang way","lil durk",0,"english",716,0,0,0,201,1439156,249,501
2021,2021-03-06,93,"glad you exist","dan and shay",0,"english",288,0,0,0,201,1439156,889,131
2021,2021-03-06,25,"good time","niko moon",0,"english",371,0,0,0,201,1439156,3225,31
2021,2021-03-06,73,"hell of a view","eric church",0,"english",229,0,0,0,201,1439156,1942,60
2021,2021-03-06,69,"hole in the bottle","kelsea ballerini",0,"english",296,0,0,0,201,1439156,1896,62
2021,2021-03-06,18,"i hope","gabby barrett",0,"english",471,0,0,0,201,1439156,3901,21
2021,2021-03-06,35,"just the way","parmalee",0,"english",511,0,0,0,201,1439156,3882,22
2021,2021-03-06,66,"lady","brett young",0,"english",268,0,0,0,201,1439156,2807,40
2021,2021-03-06,74,"lifestyle","jason derulo",0,"english",277,0,0,0,201,1439156,1860,63
2021,2021-03-06,100,"like i want you","giveon",0,"english",318,0,0,0,201,1439156,267,458
2021,2021-03-06,60,"long live","florida georgia line",0,"english",269,0,0,0,201,1439156,3015,36
2021,2021-03-06,92,"made for you","jake owen",0,"english",242,0,0,0,201,1439156,1963,59
2021,2021-03-06,75,"mommas house","dustin lynch",0,"english",374,0,0,0,201,1439156,2436,48
2021,2021-03-06,55,"monsters","all time low",0,"english",458,0,0,1,201,1439156,1404,86
2021,2021-03-06,59,"my head and my heart","ava max",0,"english",302,0,0,0,201,1439156,2809,39
2021,2021-03-06,79,"neighbors","pooh shiesty",0,"english",724,1,0.14,0,201,1439156,249,501
2021,2021-03-06,32,"no more parties","coi leray",0,"english",603,0,0,0,201,1439156,249,501
2021,2021-03-06,85,"one too many","keith urban",0,"english",387,0,0,0,201,1439156,1678,75
2021,2021-03-06,89,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1439156,566,195
2021,2021-03-06,87,"quicksand","morray",0,"english",848,8,0.94,0,201,1439156,1247,103
2021,2021-03-06,77,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1439156,2230,55
2021,2021-03-06,48,"the good ones","gabby barrett",0,"english",290,0,0,0,201,1439156,2453,47
2021,2021-03-06,99,"track star","mooski",0,"english",494,0,0,0,201,1439156,249,501
2021,2021-03-06,44,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1439156,249,501
2021,2021-03-06,81,"you got it","vedo",0,"english",473,0,0,0,201,1439156,1404,87
2021,2021-03-06,19,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1439156,249,501
2021,2021-03-06,90,"zaza","6ix9ine",0,"english",343,0,0,1,201,1439156,249,501
2021,2021-03-13,84,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1448031,1919,62
2021,2021-03-13,35,"bang","ajr",0,"english",362,0,0,0,201,1448031,3510,27
2021,2021-03-13,53,"beers and sunshine","darius rucker",0,"english",301,0,0,0,201,1448031,2878,39
2021,2021-03-13,100,"bichota","karol g",1,"spanish",370,370,100,0,201,1448031,259,501
2021,2021-03-13,92,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,0,201,1448031,1805,70
2021,2021-03-13,46,"damage","her",0,"english",291,0,0,0,201,1448031,3353,29
2021,2021-03-13,36,"down to one","luke bryan",0,"english",379,0,0,1,201,1448031,4042,19
2021,2021-03-13,94,"drankin n smokin","future",0,"english",582,2,0.34,0,201,1448031,314,391
2021,2021-03-13,90,"drunk and i don't wanna go home","elle king",0,"english",428,0,0,0,201,1448031,259,501
2021,2021-03-13,79,"finesse out the gang way","lil durk",0,"english",716,0,0,0,201,1448031,259,501
2021,2021-03-13,91,"glad you exist","dan and shay",0,"english",288,0,0,0,201,1448031,975,121
2021,2021-03-13,99,"gone","dierks bentley",0,"english",318,0,0,0,201,1448031,1527,84
2021,2021-03-13,20,"good time","niko moon",0,"english",371,0,0,1,201,1448031,3734,23
2021,2021-03-13,70,"hell of a view","eric church",0,"english",229,0,0,0,201,1448031,2019,60
2021,2021-03-13,89,"hole in the bottle","kelsea ballerini",0,"english",296,0,0,0,201,1448031,1364,94
2021,2021-03-13,24,"i hope","gabby barrett",0,"english",471,0,0,0,201,1448031,3840,21
2021,2021-03-13,33,"just the way","parmalee",0,"english",511,0,0,0,201,1448031,4128,17
2021,2021-03-13,60,"lady","brett young",0,"english",268,0,0,0,201,1448031,3098,36
2021,2021-03-13,71,"lifestyle","jason derulo",0,"english",277,0,0,1,201,1448031,1991,61
2021,2021-03-13,98,"like i want you","giveon",0,"english",318,0,0,0,201,1448031,268,479
2021,2021-03-13,52,"long live","florida georgia line",0,"english",269,0,0,0,201,1448031,3045,37
2021,2021-03-13,88,"made for you","jake owen",0,"english",242,0,0,0,201,1448031,2215,57
2021,2021-03-13,67,"mommas house","dustin lynch",0,"english",374,0,0,0,201,1448031,2533,49
2021,2021-03-13,55,"monsters","all time low",0,"english",458,0,0,0,201,1448031,1355,95
2021,2021-03-13,76,"neighbors","pooh shiesty",0,"english",724,1,0.14,0,201,1448031,259,501
2021,2021-03-13,37,"no more parties","coi leray",0,"english",603,0,0,0,201,1448031,330,366
2021,2021-03-13,96,"nobody","dylan scott",0,"english",297,0,0,0,201,1448031,2170,58
2021,2021-03-13,75,"one too many","keith urban",0,"english",387,0,0,0,201,1448031,1706,72
2021,2021-03-13,95,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1448031,611,179
2021,2021-03-13,83,"quicksand","morray",0,"english",848,8,0.94,0,201,1448031,1387,92
2021,2021-03-13,73,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1448031,2336,54
2021,2021-03-13,48,"starting over","chris stapleton",0,"english",257,0,0,0,201,1448031,2796,41
2021,2021-03-13,40,"the good ones","gabby barrett",0,"english",290,0,0,0,201,1448031,2584,45
2021,2021-03-13,66,"track star","mooski",0,"english",494,0,0,0,201,1448031,327,372
2021,2021-03-13,64,"What You Know Bout Love","pop smoke",0,"english",447,0,0,1,201,1448031,259,501
2021,2021-03-13,44,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1448031,259,501
2021,2021-03-13,77,"you got it","vedo",0,"english",473,0,0,0,201,1448031,1544,83
2021,2021-03-13,19,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1448031,259,501
2021,2021-03-20,78,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1478045,1870,62
2021,2021-03-20,54,"beautiful mistakes","maroon 5",0,"english",536,0,0,0,201,1478045,1577,73
2021,2021-03-20,69,"beers and sunshine","darius rucker",0,"english",301,0,0,0,201,1478045,1949,60
2021,2021-03-20,82,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,0,201,1478045,1727,67
2021,2021-03-20,50,"damage","her",0,"english",291,0,0,0,201,1478045,3184,29
2021,2021-03-20,48,"down to one","luke bryan",0,"english",379,0,0,0,201,1478045,3433,21
2021,2021-03-20,90,"drankin n smokin","future",0,"english",582,2,0.34,0,201,1478045,323,337
2021,2021-03-20,91,"finesse out the gang way","lil durk",0,"english",716,0,0,0,201,1478045,237,501
2021,2021-03-20,98,"gone","dierks bentley",0,"english",318,0,0,0,201,1478045,1567,74
2021,2021-03-20,33,"good time","niko moon",0,"english",371,0,0,0,201,1478045,3008,32
2021,2021-03-20,68,"hell of a view","eric church",0,"english",229,0,0,0,201,1478045,1922,61
2021,2021-03-20,74,"hellcats and trackhawks","lil durk",0,"english",530,0,0,0,201,1478045,237,501
2021,2021-03-20,31,"just the way","parmalee",0,"english",511,0,0,1,201,1478045,4043,14
2021,2021-03-20,55,"lady","brett young",0,"english",268,0,0,0,201,1478045,3256,26
2021,2021-03-20,4,"leave the door open","ava max",NA,"english",476,0,0,0,201,1478045,237,501
2021,2021-03-20,81,"lifestyle","jason derulo",0,"english",277,0,0,0,201,1478045,1695,69
2021,2021-03-20,100,"lil bit","nelly",0,"english",577,0,0,0,201,1478045,458,229
2021,2021-03-20,51,"long live","florida georgia line",0,"english",269,0,0,0,201,1478045,3120,30
2021,2021-03-20,80,"made for you","jake owen",0,"english",242,0,0,0,201,1478045,2227,52
2021,2021-03-20,62,"mommas house","dustin lynch",0,"english",374,0,0,0,201,1478045,2659,42
2021,2021-03-20,59,"monsters","all time low",0,"english",458,0,0,0,201,1478045,1234,97
2021,2021-03-20,87,"neighbors","pooh shiesty",0,"english",724,1,0.14,0,201,1478045,237,501
2021,2021-03-20,39,"no more parties","coi leray",0,"english",603,0,0,0,201,1478045,391,277
2021,2021-03-20,89,"nobody","dylan scott",0,"english",297,0,0,0,201,1478045,2123,55
2021,2021-03-20,76,"one too many","keith urban",0,"english",387,0,0,0,201,1478045,1670,70
2021,2021-03-20,85,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1478045,653,152
2021,2021-03-20,79,"quicksand","morray",0,"english",848,8,0.94,0,201,1478045,1320,92
2021,2021-03-20,71,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1478045,2350,48
2021,2021-03-20,41,"starting over","chris stapleton",0,"english",257,0,0,0,201,1478045,2705,39
2021,2021-03-20,60,"track star","mooski",0,"english",494,0,0,0,201,1478045,560,185
2021,2021-03-20,99,"What You Know Bout Love","pop smoke",0,"english",447,0,0,0,201,1478045,237,501
2021,2021-03-20,30,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1478045,237,501
2021,2021-03-20,75,"you got it","vedo",0,"english",473,0,0,1,201,1478045,1431,83
2021,2021-03-20,21,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1478045,237,501
2021,2021-03-27,73,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1437966,1899,61
2021,2021-03-27,81,"beers and sunshine","darius rucker",0,"english",301,0,0,0,201,1437966,1637,72
2021,2021-03-27,76,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,0,201,1437966,1811,67
2021,2021-03-27,48,"damage","her",0,"english",291,0,0,0,201,1437966,3277,23
2021,2021-03-27,53,"down to one","luke bryan",0,"english",379,0,0,0,201,1437966,3048,28
2021,2021-03-27,93,"drankin n smokin","future",0,"english",582,2,0.34,0,201,1437966,366,293
2021,2021-03-27,97,"finesse out the gang way","lil durk",0,"english",716,0,0,0,201,1437966,239,501
2021,2021-03-27,86,"glad you exist","dan and shay",0,"english",288,0,0,0,201,1437966,1151,102
2021,2021-03-27,98,"gone","dierks bentley",0,"english",318,0,0,0,201,1437966,1699,69
2021,2021-03-27,41,"good time","niko moon",0,"english",371,0,0,0,201,1437966,2202,52
2021,2021-03-27,63,"hell of a view","eric church",0,"english",229,0,0,0,201,1437966,2085,56
2021,2021-03-27,94,"hellcats and trackhawks","lil durk",0,"english",530,0,0,0,201,1437966,239,501
2021,2021-03-27,38,"just the way","parmalee",0,"english",511,0,0,0,201,1437966,4020,16
2021,2021-03-27,54,"lady","brett young",0,"english",268,0,0,0,201,1437966,3726,19
2021,2021-03-27,2,"leave the door open","ava max",NA,"english",476,0,0,0,201,1437966,239,501
2021,2021-03-27,99,"lil bit","nelly",0,"english",577,0,0,0,201,1437966,471,220
2021,2021-03-27,49,"long live","florida georgia line",0,"english",269,0,0,0,201,1437966,3241,24
2021,2021-03-27,77,"made for you","jake owen",0,"english",242,0,0,0,201,1437966,2331,49
2021,2021-03-27,65,"mommas house","dustin lynch",0,"english",374,0,0,0,201,1437966,2748,36
2021,2021-03-27,60,"monsters","all time low",0,"english",458,0,0,0,201,1437966,1151,103
2021,2021-03-27,92,"neighbors","pooh shiesty",0,"english",724,1,0.14,0,201,1437966,239,501
2021,2021-03-27,26,"no more parties","coi leray",0,"english",603,0,0,1,201,1437966,282,410
2021,2021-03-27,85,"nobody","dylan scott",0,"english",297,0,0,0,201,1437966,2158,53
2021,2021-03-27,82,"one too many","keith urban",0,"english",387,0,0,0,201,1437966,1836,65
2021,2021-03-27,75,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,1,201,1437966,780,140
2021,2021-03-27,74,"quicksand","morray",0,"english",848,8,0.94,0,201,1437966,1500,80
2021,2021-03-27,90,"settling down","miranda lambert",0,"english",283,0,0,0,201,1437966,1560,76
2021,2021-03-27,67,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1437966,2414,47
2021,2021-03-27,35,"starting over","chris stapleton",0,"english",257,0,0,0,201,1437966,2817,34
2021,2021-03-27,33,"the good ones","gabby barrett",0,"english",290,0,0,0,201,1437966,2863,31
2021,2021-03-27,55,"track star","mooski",0,"english",494,0,0,0,201,1437966,913,124
2021,2021-03-27,100,"undivided","tim mcgraw",0,"english",349,0,0,1,201,1437966,1679,70
2021,2021-03-27,29,"what's your country song","thomas rhett",0,"english",274,0,0,1,201,1437966,239,501
2021,2021-03-27,78,"you got it","vedo",0,"english",473,0,0,0,201,1437966,1524,78
2021,2021-03-27,18,"you're mines still","yung bleu",0,"english",468,0,0,1,201,1437966,239,501
2021,2021-04-03,86,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1481095,1996,65
2021,2021-04-03,98,"bandido","myke towers",1,"spanish",598,598,100,0,201,1481095,246,501
2021,2021-04-03,100,"beers and sunshine","darius rucker",0,"english",301,0,0,0,201,1481095,1350,92
2021,2021-04-03,79,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,0,201,1481095,2112,58
2021,2021-04-03,72,"buss it","erica banks",0,"english",478,3,0.63,0,201,1481095,554,202
2021,2021-04-03,58,"damage","her",0,"english",291,0,0,0,201,1481095,2925,38
2021,2021-04-03,60,"down to one","luke bryan",0,"english",379,0,0,0,201,1481095,2988,37
2021,2021-04-03,99,"drankin n smokin","future",0,"english",582,2,0.34,0,201,1481095,408,271
2021,2021-04-03,94,"famous friends","chris young",0,"english",267,0,0,0,201,1481095,1444,87
2021,2021-04-03,49,"good time","niko moon",0,"english",371,0,0,0,201,1481095,2019,64
2021,2021-04-03,65,"hell of a view","eric church",0,"english",229,0,0,0,201,1481095,2264,56
2021,2021-04-03,46,"just the way","parmalee",0,"english",511,0,0,0,201,1481095,3518,23
2021,2021-04-03,52,"lady","brett young",0,"english",268,0,0,1,201,1481095,4253,18
2021,2021-04-03,3,"leave the door open","ava max",NA,"english",476,0,0,0,201,1481095,246,501
2021,2021-04-03,54,"long live","florida georgia line",0,"english",269,0,0,0,201,1481095,3509,24
2021,2021-04-03,78,"made for you","jake owen",0,"english",242,0,0,0,201,1481095,2698,47
2021,2021-04-03,63,"mommas house","dustin lynch",0,"english",374,0,0,0,201,1481095,2993,35
2021,2021-04-03,70,"monsters","all time low",0,"english",458,0,0,0,201,1481095,1239,103
2021,2021-04-03,97,"neighbors","pooh shiesty",0,"english",724,1,0.14,0,201,1481095,246,501
2021,2021-04-03,30,"no more parties","coi leray",0,"english",603,0,0,0,201,1481095,501,225
2021,2021-04-03,93,"nobody","dylan scott",0,"english",297,0,0,0,201,1481095,2281,54
2021,2021-04-03,90,"one too many","keith urban",0,"english",387,0,0,0,201,1481095,1894,69
2021,2021-04-03,83,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1481095,913,129
2021,2021-04-03,80,"quicksand","morray",0,"english",848,8,0.94,0,201,1481095,1650,78
2021,2021-04-03,95,"settling down","miranda lambert",0,"english",283,0,0,0,201,1481095,1798,72
2021,2021-04-03,67,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1481095,2674,48
2021,2021-04-03,41,"starting over","chris stapleton",0,"english",257,0,0,0,201,1481095,2855,41
2021,2021-04-03,37,"the good ones","gabby barrett",0,"english",290,0,0,0,201,1481095,3131,32
2021,2021-04-03,82,"tombstone","rod wave",0,"english",388,0,0,0,201,1481095,246,501
2021,2021-04-03,35,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1481095,246,501
2021,2021-04-03,88,"you got it","vedo",0,"english",473,0,0,0,201,1481095,1642,79
2021,2021-04-03,18,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1481095,246,501
2021,2021-04-10,71,"all i got","rod wave",0,"english",471,0,0,1,201,1487386,259,501
2021,2021-04-10,91,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1487386,2060,63
2021,2021-04-10,69,"big purr","coi leray",0,"english",419,0,0,1,201,1487386,259,501
2021,2021-04-10,65,"blame on you","rod wave",0,"english",434,0,0,1,201,1487386,259,501
2021,2021-04-10,73,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,0,201,1487386,2298,57
2021,2021-04-10,87,"buss it","erica banks",0,"english",478,3,0.63,0,201,1487386,389,307
2021,2021-04-10,64,"damage","her",0,"english",291,0,0,0,201,1487386,2112,61
2021,2021-04-10,63,"don't forget","rod wave",0,"english",820,0,0,1,201,1487386,259,501
2021,2021-04-10,74,"down to one","luke bryan",0,"english",379,0,0,0,201,1487386,2749,41
2021,2021-04-10,61,"gone till november","rod wave",0,"english",289,NA,0,1,201,1487386,259,501
2021,2021-04-10,67,"hell of a view","eric church",0,"english",229,0,0,0,201,1487386,2392,51
2021,2021-04-10,76,"hellcats and trackhawks","lil durk",0,"english",530,0,0,0,201,1487386,259,501
2021,2021-04-10,88,"how the game go","rod wave",0,"english",369,0,0,1,201,1487386,259,501
2021,2021-04-10,60,"just the way","parmalee",0,"english",511,0,0,0,201,1487386,3505,26
2021,2021-04-10,52,"lady","brett young",0,"english",268,0,0,0,201,1487386,4114,21
2021,2021-04-10,3,"leave the door open","ava max",NA,"english",476,0,0,0,201,1487386,259,501
2021,2021-04-10,45,"long live","florida georgia line",0,"english",269,0,0,1,201,1487386,3853,23
2021,2021-04-10,75,"made for you","jake owen",0,"english",242,0,0,0,201,1487386,3011,38
2021,2021-04-10,62,"mommas house","dustin lynch",0,"english",374,0,0,0,201,1487386,3094,36
2021,2021-04-10,80,"monsters","all time low",0,"english",458,0,0,0,201,1487386,1202,103
2021,2021-04-10,39,"no more parties","coi leray",0,"english",603,0,0,0,201,1487386,708,157
2021,2021-04-10,99,"nobody","dylan scott",0,"english",297,0,0,0,201,1487386,2330,55
2021,2021-04-10,89,"omdb","rod wave",0,"english",431,0,0,1,201,1487386,259,501
2021,2021-04-10,95,"one too many","keith urban",0,"english",387,0,0,0,201,1487386,1902,70
2021,2021-04-10,84,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1487386,971,124
2021,2021-04-10,85,"pills and billz","rod wave",0,"english",397,0,0,1,201,1487386,259,501
2021,2021-04-10,83,"quicksand","morray",0,"english",848,8,0.94,0,201,1487386,1814,74
2021,2021-04-10,90,"settling down","miranda lambert",0,"english",283,0,0,0,201,1487386,1894,72
2021,2021-04-10,96,"shock da world","rod wave",0,"english",477,0,0,1,201,1487386,259,501
2021,2021-04-10,98,"sneaky links","rod wave",0,"english",353,0,0,1,201,1487386,259,501
2021,2021-04-10,66,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1487386,2734,42
2021,2021-04-10,41,"starting over","chris stapleton",0,"english",257,0,0,0,201,1487386,2874,40
2021,2021-04-10,32,"the good ones","gabby barrett",0,"english",290,0,0,0,201,1487386,3394,30
2021,2021-04-10,94,"what's love??","rod wave",0,"english",401,0,0,1,201,1487386,259,501
2021,2021-04-10,42,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1487386,259,501
2021,2021-04-10,97,"you got it","vedo",0,"english",473,0,0,0,201,1487386,1656,81
2021,2021-04-10,23,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1487386,259,501
2021,2021-04-17,78,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1422733,2187,58
2021,2021-04-17,82,"big purr","coi leray",0,"english",419,0,0,0,201,1422733,262,501
2021,2021-04-17,68,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,0,201,1422733,2493,48
2021,2021-04-17,99,"buss it","erica banks",0,"english",478,3,0.63,0,201,1422733,760,154
2021,2021-04-17,65,"damage","her",0,"english",291,0,0,0,201,1422733,1880,74
2021,2021-04-17,77,"down to one","luke bryan",0,"english",379,0,0,0,201,1422733,2635,42
2021,2021-04-17,94,"drankin n smokin","future",0,"english",582,2,0.34,0,201,1422733,541,208
2021,2021-04-17,89,"famous friends","chris young",0,"english",267,0,0,0,201,1422733,1776,78
2021,2021-04-17,81,"film out","bts",1,"japanese",231,231,100,1,201,1422733,262,501
2021,2021-04-17,96,"follow you","imagine dragons",0,"english",275,0,0,0,201,1422733,1401,89
2021,2021-04-17,97,"gone","dierks bentley",0,"english",318,0,0,0,201,1422733,2097,62
2021,2021-04-17,76,"hard for the next","moneybagg yo",0,"english",574,0,0,0,201,1422733,262,501
2021,2021-04-17,64,"hell of a view","eric church",0,"english",229,0,0,0,201,1422733,2460,49
2021,2021-04-17,69,"hellcats and trackhawks","lil durk",0,"english",530,0,0,1,201,1422733,262,501
2021,2021-04-17,52,"just the way","parmalee",0,"english",511,0,0,0,201,1422733,3242,31
2021,2021-04-17,58,"lady","brett young",0,"english",268,0,0,0,201,1422733,3170,34
2021,2021-04-17,1,"leave the door open","ava max",NA,"english",476,0,0,1,201,1422733,262,501
2021,2021-04-17,93,"lil bit","nelly",0,"english",577,0,0,0,201,1422733,777,152
2021,2021-04-17,54,"long live","florida georgia line",0,"english",269,0,0,0,201,1422733,3512,27
2021,2021-04-17,66,"made for you","jake owen",0,"english",242,0,0,0,201,1422733,3100,35
2021,2021-04-17,59,"mommas house","dustin lynch",0,"english",374,0,0,1,201,1422733,3213,33
2021,2021-04-17,86,"monsters","all time low",0,"english",458,0,0,0,201,1422733,1069,112
2021,2021-04-17,34,"no more parties","coi leray",0,"english",603,0,0,0,201,1422733,904,131
2021,2021-04-17,91,"nobody","dylan scott",0,"english",297,0,0,0,201,1422733,2448,50
2021,2021-04-17,88,"one too many","keith urban",0,"english",387,0,0,0,201,1422733,1895,72
2021,2021-04-17,79,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1422733,1116,105
2021,2021-04-17,73,"quicksand","morray",0,"english",848,8,0.94,0,201,1422733,1885,73
2021,2021-04-17,71,"settling down","miranda lambert",0,"english",283,0,0,0,201,1422733,1942,69
2021,2021-04-17,62,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1422733,2949,38
2021,2021-04-17,26,"starting over","chris stapleton",0,"english",257,0,0,1,201,1422733,3417,29
2021,2021-04-17,29,"the good ones","gabby barrett",0,"english",290,0,0,0,201,1422733,3609,24
2021,2021-04-17,37,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1422733,262,501
2021,2021-04-17,87,"you got it","vedo",0,"english",473,0,0,0,201,1422733,1605,85
2021,2021-04-17,23,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1422733,262,501
2021,2021-04-24,80,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1498361,2188,53
2021,2021-04-24,67,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,0,201,1498361,2627,41
2021,2021-04-24,68,"damage","her",0,"english",291,0,0,0,201,1498361,1673,79
2021,2021-04-24,98,"dancing with the devil","demi lovato",0,"english",278,0,0,0,201,1498361,253,501
2021,2021-04-24,61,"down to one","luke bryan",0,"english",379,0,0,0,201,1498361,2275,51
2021,2021-04-24,90,"famous friends","chris young",0,"english",267,0,0,0,201,1498361,1883,72
2021,2021-04-24,99,"gone","dierks bentley",0,"english",318,0,0,0,201,1498361,2197,52
2021,2021-04-24,58,"hell of a view","eric church",0,"english",229,0,0,0,201,1498361,2554,44
2021,2021-04-24,77,"hellcats and trackhawks","lil durk",0,"english",530,0,0,0,201,1498361,253,501
2021,2021-04-24,57,"just the way","parmalee",0,"english",511,0,0,0,201,1498361,3015,30
2021,2021-04-24,66,"lady","brett young",0,"english",268,0,0,0,201,1498361,2960,32
2021,2021-04-24,3,"leave the door open","ava max",NA,"english",476,0,0,0,201,1498361,253,501
2021,2021-04-24,92,"lil bit","nelly",0,"english",577,0,0,0,201,1498361,847,133
2021,2021-04-24,60,"long live","florida georgia line",0,"english",269,0,0,0,201,1498361,2735,38
2021,2021-04-24,43,"made for you","jake owen",0,"english",242,0,0,0,201,1498361,3428,24
2021,2021-04-24,69,"mommas house","dustin lynch",0,"english",374,0,0,0,201,1498361,2911,35
2021,2021-04-24,95,"monsters","all time low",0,"english",458,0,0,0,201,1498361,913,125
2021,2021-04-24,37,"no more parties","coi leray",0,"english",603,0,0,0,201,1498361,933,124
2021,2021-04-24,91,"nobody","dylan scott",0,"english",297,0,0,0,201,1498361,2440,46
2021,2021-04-24,96,"one too many","keith urban",0,"english",387,0,0,0,201,1498361,1953,68
2021,2021-04-24,86,"pick up your feelings","jazmine sullivan",0,"english",510,0,0,0,201,1498361,1287,94
2021,2021-04-24,85,"quicksand","morray",0,"english",848,8,0.94,0,201,1498361,1939,69
2021,2021-04-24,76,"settling down","miranda lambert",0,"english",283,0,0,0,201,1498361,2015,63
2021,2021-04-24,59,"somebody like that","tenille arts",0,"english",295,0,0,0,201,1498361,3001,31
2021,2021-04-24,42,"starting over","chris stapleton",0,"english",257,0,0,0,201,1498361,2576,43
2021,2021-04-24,54,"what's your country song","thomas rhett",0,"english",274,0,0,0,201,1498361,253,501
2021,2021-04-24,29,"you're mines still","yung bleu",0,"english",468,0,0,0,201,1498361,253,501
2021,2021-05-01,76,"almost maybes","jordan davis",0,"english",375,0,0,0,201,1420582,2218,52
2021,2021-05-01,49,"breaking up was easy in the 90s","sam hunt",0,"english",405,0,0,0,201,1420582,2963,33
2021,2021-05-01,91,"chasing after you","ryan hurd",0,"english",323,0,0,0,201,1420582,600,186
2021,2021-05-01,61,"damage","her",0,"english",291,0,0,0,201,1420582,1596,79
2021,2021-05-01,69,"down to one","luke bryan",0,"english",379,0,0,0,201,1420582,2276,48
2021,2021-05-01,97,"drankin n smokin","future",0,"english",582,2,0.34,0,201,1420582,547,206
2021,2021-05-01,79,"drunk and i don't wanna go home","elle king",0,"english",428,0,0,1,201,1420582,252,501
